Issue.ID,Number.of.issue.solving.commits.found,Total.additions.made.to.fix.the.issue,Total.deletions.made.to.fix.the.issue,Total.changes.made.to.fix.the.issue,Commits..commit.hashcode..date.of.commit..commit.s.author..number.of.additions.made.by.the.commit..number.of.deletions.made.by.the.commit..number.of.total.changes.made.by.the.commit..approach.used.to.find.the.commit.
33821,4,674,406,1080,"(ba1bd4176722f831a548dd69e34951189bc440e1, 2020-03-03 14:33:40 -0800, Edward Yang, 195, 114, 309, LINK), (6273ec11d9d68ba4b63675458c9cdc382676c8b4, 2020-02-28 11:59:00 -0800, Edward Z. Yang, 195, 114, 309, LINK), (86a1b588b586d3b303b3f5ad6e6471a214806e52, 2020-02-26 11:37:43 -0800, Edward Z. Yang, 142, 89, 231, LINK), (49c15a93cf299d41eb12f96a8eda3412b50bc615, 2020-02-26 11:36:12 -0800, Edward Z. Yang, 142, 89, 231, LINK)"
33828,1,999,994,1993,"(dbe850af5b941c6f0ae1ed50e7d6b779db55f5af, 2020-02-27 12:18:24 -0800, Michael Suo, 999, 994, 1993, LINK)"
33830,1,94,3,97,"(e236e1593468a68e47c5bcafd7272eca01684294, 2020-03-04 13:58:44 -0800, Supriya Rao, 94, 3, 97, LINK)"
33870,1,37,15,52,"(95465dcbaf79d55d854981ad93c4b2ff8df4a9a9, 2020-05-01 13:53:49 -0700, Wojciech Baranowski, 37, 15, 52, LINK)"
33899,1,33,19,52,"(4b3ae7e0af17cfaab832fd7954f5bfad07cee0ba, 2020-03-02 13:18:45 -0800, Peter Bell, 33, 19, 52, LINK)"
33912,2,211,19,230,"(ea273c68f99251dae0f5f08d704cd62f0e454416, 2020-07-02 10:22:45 -0700, Jerry Zhang, 126, 18, 144, LINK), (5fce7137a953ef1afcc906c05227d4f98c7be072, 2020-06-23 14:40:24 -0700, Meghan Lele, 85, 1, 86, LINK)"
33913,1,19,3,22,"(2de4fa702b8b44f3bd9fcdc5de657ac5b5ae7467, 2020-03-09 19:20:45 -0700, James Reed, 19, 3, 22, LINK)"
33928,1,34,35,69,"(e33c3e49d5549831c14b292b1383a3d192f826ab, 2020-04-27 14:17:31 -0700, Jacob Zhong, 34, 35, 69, LINK)"
33934,1,36,1,37,"(79054495d37a304b98aeef5f23e5b679bc64d419, 2020-03-26 07:34:35 -0700, mpariente, 36, 1, 37, LINK)"
33941,1,33,0,33,"(a92f1dc85e73b4017a50775235e2e0abbb35eced, 2020-04-21 16:16:29 -0700, Wojciech Baranowski, 33, 0, 33, LINK)"
33950,2,1066,817,1883,"(f9eb8824f1e1cd0d73275afaeb5c81fc4b3f0de1, 2020-05-21 15:21:23 -0700, Kurt Mohler, 284, 228, 512, LINK), (3706803b60e76e25d328c0ffec808c3b18bd6e8c, 2020-05-05 14:18:43 -0700, Kurt Mohler, 782, 589, 1371, LINK)"
33953,1,31,1,32,"(aedffdf7d8a568656253d370c2e4509596f87441, 2020-03-13 15:10:14 -0700, prajjwal1, 31, 1, 32, LINK)"
33986,1,2,1,3,"(a5b5ea9852fd90dc74e21ac5b331ee076dea8544, 2020-03-20 08:18:44 -0700, Xiao Wang, 2, 1, 3, LINK)"
33988,1,180,153,333,"(40eff454ce5638fbff638a7f4502e29ffb9a2f0d, 2020-03-13 11:17:58 -0700, X Wang, 180, 153, 333, LINK)"
34028,1,8,5,13,"(90400f48fcebb2fdbc808d2ab14d639f1e6bcf33, 2020-05-20 12:38:54 -0700, Peter Bell, 8, 5, 13, LINK)"
34054,1,103,0,103,"(9d389b1dcc8fdab66e2cbf7d5d2e29e2f8c8eff8, 2020-10-14 10:54:29 -0700, shubhambhokare1, 103, 0, 103, LINK)"
34061,2,18,2,20,"(77db93228ba85029bece43e0a130f4154d7577b8, 2020-07-23 10:09:51 -0700, Vishwak Srinivasan, 9, 1, 10, LINK), (fcd6d910450ca119091afbf62099e1fab10fe86e, 2020-07-14 21:19:12 -0700, vishwakftw, 9, 1, 10, LINK)"
34079,1,1,1,2,"(1beb309e03e4d655040d13b9a4fabdcdadbdd5dd, 2020-03-03 15:01:08 -0800, Xiang Gao, 1, 1, 2, LINK)"
34083,1,180,153,333,"(40eff454ce5638fbff638a7f4502e29ffb9a2f0d, 2020-03-13 11:17:58 -0700, X Wang, 180, 153, 333, LINK)"
34084,1,72,10,82,"(d0834c5b643b71f9cdeffa36efdf1daaff5d4c09, 2020-03-10 16:00:18 -0700, Gao Xiang, 72, 10, 82, LINK)"
3412,1,97,63,160,"(3003ebe67ae03922312e796990eac6a00a9d1633, 2017-11-02 17:23:25 -0400, Sam Gross, 97, 63, 160, LINK)"
34191,2,38,6,44,"(b12579da5398ff23b421332e21e18dc619a0b960, 2020-03-25 13:23:05 -0700, Peter Bell, 19, 3, 22, LINK), (40b244ceb4131db926a30e73c636ed7b6da29499, 2020-03-25 13:23:05 -0700, Peter Bell, 19, 3, 22, LINK)"
3420,1,1364,29,1393,"(685224aa14b59d011d0926d615846a60f138e4ba, 2018-07-31 11:02:47 -0700, Thomas Viehmann, 1364, 29, 1393, LINK)"
34202,1,5,0,5,"(ff435a0e6b3a4eb0b94b60ccc995141cd933bf7e, 2020-04-21 01:12:12 -0700, Yuxin Wu, 5, 0, 5, LINK)"
34238,1,676,22,698,"(13013848d58a606da7377affeb416affb65f4a8a, 2020-04-30 11:27:13 -0700, SsnL, 676, 22, 698, LINK)"
34260,2,20,0,20,"(2d403ed8beafef4a764b53b8a25752a47b676bce, 2020-03-25 20:05:18 -0400, mrshenli, 10, 0, 10, LINK), (36e3c005f075075c306dd0d113cb4e4d62de82f5, 2020-03-24 10:16:41 -0700, Shihao Xu, 10, 0, 10, LINK)"
34294,2,443,117,560,"(1e230a5c523a8d47d40c3b899f5a0276f0bfd0c8, 2020-07-17 08:52:27 -0700, Nathan Goldbaum, 227, 59, 286, LINK), (0a1e0fb8edce13cecedf07e3f9de4c938c86d9e9, 2020-07-15 12:55:44 -0700, Nathan Goldbaum, 216, 58, 274, LINK)"
34344,1,8,13,21,"(c258e4732a2f8a6b6992ee5d9283e90c45a60201, 2020-03-15 16:09:54 -0700, xiaobingsuper, 8, 13, 21, LINK)"
34371,1,30,9,39,"(baeb359e7af363ed2654d715abe8c97fe2360c4c, 2020-03-09 10:21:58 -0700, Will Feng, 30, 9, 39, LINK)"
34380,1,23,6,29,"(ada40777c494073d8e0de5abfcb5fd59a66a7db5, 2020-03-26 08:30:39 -0700, KostekIV, 23, 6, 29, LINK)"
34415,1,1,1,2,"(79d47c1c5ff5306bdd275196b7171c04bebbdcca, 2020-03-07 21:40:04 -0800, peter, 1, 1, 2, LINK)"
34489,1,19,8,27,"(2cf344be4c02a7101c82632407e7de50d7d68f76, 2020-03-10 12:49:18 -0700, Terence Feng, 19, 8, 27, LINK)"
34502,1,27,43,70,"(027d7f7ba55ce2617aace11330c5345b0d58b2f0, 2020-03-13 12:23:07 -0700, Hong Xu, 27, 43, 70, LINK)"
34543,1,39,35,74,"(3c76b2aeea2f4701f429e6e6d3860dd761e5269e, 2020-03-12 07:16:02 -0700, Terence Feng, 39, 35, 74, LINK)"
34551,1,23,1,24,"(6f6436ff5d54065ef8e441ff729ec897bf8a3fd0, 2020-03-24 08:22:00 -0700, Peter Bell, 23, 1, 24, LINK)"
34557,1,16,0,16,"(4167db11f76634a75754c0245d79adb18798cec1, 2020-03-10 17:42:25 -0700, Jiakai Liu, 16, 0, 16, LINK)"
34585,1,59,9,68,"(d16c8238e164c6499714de625eb73422382e5ec1, 2020-05-04 18:05:16 -0700, Povilas Kanapickas, 59, 9, 68, LINK)"
34615,1,9,5,14,"(9df9aef9b9d35fd781f2a6f968e6fda4d74b94a3, 2020-04-17 09:09:02 -0700, ashish, 9, 5, 14, LINK)"
34647,1,32,29,61,"(0216c76e1273e9deeb708cc8e6cf7bd7b7ea5fbc, 2020-03-17 15:33:16 -0700, Terence Feng, 32, 29, 61, LINK)"
34648,1,3,3,6,"(02ab6ced8e2016f5668cacd6ed6bf9ea8d9fd61a, 2020-03-23 10:38:31 -0700, Bernie Gray, 3, 3, 6, LINK)"
34658,1,1,0,1,"(c34ee4fb6e94e11c33eb6279c45b318d706bd41a, 2020-03-13 12:45:14 -0700, Elias Ellison, 1, 0, 1, LINK)"
34727,1,197,0,197,"(ae0c88d6aa43bfbbc80024c344d9f805d99305c9, 2020-03-16 17:24:53 -0700, Eli Uriegas, 197, 0, 197, LINK)"
34736,1,19,14,33,"(fa5bc9fa2e995432986aa374f70309298f3abd50, 2020-03-18 08:23:38 -0700, Xiao Wang, 19, 14, 33, LINK)"
34751,1,31,1,32,"(471ddacd8bea2f134e8d9d84e787c1612d9573a2, 2020-03-16 20:12:53 -0700, Ailing Zhang, 31, 1, 32, LINK)"
34797,1,454,69,523,"(caea1adc35404b39fe4f2e3fa75f9a0b9e554bbc, 2020-09-18 01:37:47 -0700, Peter Bell, 454, 69, 523, LINK)"
34800,1,123,13,136,"(0251ba61089795a7a27c0473e4bb022805432c1f, 2020-06-08 20:34:09 -0700, Yael Dekel, 123, 13, 136, LINK)"
34821,2,48,6,54,"(e4332713201750c103359b9bce5b0d87ba9a63c2, 2020-03-19 12:17:43 -0700, peter, 30, 4, 34, LINK), (67cb0184625ca3c30f44e02cc21ebfa7382c75c5, 2020-03-17 09:34:13 -0700, peter, 18, 2, 20, LINK)"
34826,2,27,53,80,"(fe53b52537ba7b37df8ffb937b25e173998389bb, 2020-05-11 08:42:37 -0700, Gregory Chanan, 16, 53, 69, LINK), (84dc8c410a2c7388eb6f78703130c77805fa1f60, 2020-03-24 12:44:39 -0700, Ryad ZENINE, 11, 0, 11, LINK)"
34859,2,569,124,693,"(a347c747df8302acc0007a26f23ecf3355a5bef9, 2021-01-25 16:31:30 -0800, Fritz Obermeyer, 557, 124, 681, LINK), (397cbd3bc030e0a0c3c0d8a6d6df8ef6b0a6aa1b, 2021-01-22 13:44:07 -0500, Fritz Obermeyer, 12, 0, 12, LINK)"
34895,1,18,31,49,"(901bb3c350bae8c9639900e45a517f8284e5c720, 2020-04-08 08:54:26 -0700, Artyom Astafurov, 18, 31, 49, LINK)"
34954,1,1,1,2,"(80b01ba4f3131e7fd08d2b8f741d5fb74fadab08, 2020-04-14 19:16:44 -0700, Tzu-Wei Huang, 1, 1, 2, LINK)"
34960,2,1,1,2,"(bb63710c9aa7a1013114bfdc9f150214a571fb7b, 2020-03-19 19:46:05 -0700, Shen Li, 1, 1, 2, LINK), (be5efa6286da728a1037e1fca0dc8af96d5a9423, 2020-03-19 08:32:53 -0700, Shen Li, 0, 0, 0, LINK)"
34996,1,247,156,403,"(805c417ec94ad13b3d974a6f23d85bf69e9ffdb5, 2020-04-27 10:59:32 -0700, Xiao Wang, 247, 156, 403, LINK)"
35014,3,151,55,206,"(5fc391a6465d1f7197008085bb521b6dfaccc8b3, 2020-04-22 13:27:55 -0700, Emilio Castillo, 61, 55, 116, LINK), (920e3eb7610918dfe167fe9db628ab2729e44892, 2020-03-25 11:29:07 -0700, Zafar Takhirov, 45, 0, 45, LINK), (5959bd6c29c6b9eaa1dc10f60d1825a966891732, 2020-03-25 11:29:07 -0700, Zafar Takhirov, 45, 0, 45, LINK)"
35045,2,48,16,64,"(f7f611c2ecafee2c7e14f6ad73408cdc9d22d68f, 2020-03-19 22:03:52 -0700, Wojciech Baranowski, 24, 8, 32, LINK), (eb78f7ea41ed01f6dd6481740290aef72b4b4d8a, 2020-03-19 22:03:52 -0700, Wojciech Baranowski, 24, 8, 32, LINK)"
35110,2,203,164,367,"(0ecea2d64ddb2cbc5e34e76713492ee16bee7b68, 2020-06-24 01:38:22 -0700, Shihao Xu, 152, 146, 298, LINK), (f3f30d4354698c43d7e1a61e67e330bb68776ae5, 2020-06-18 07:43:50 -0700, Shihao Xu, 51, 18, 69, LINK)"
35202,1,57,0,57,"(301be851ef23ecf00c7f2b0201da1df8da133dbd, 2020-04-01 14:34:01 -0700, Xiao Wang, 57, 0, 57, LINK)"
35210,1,7,1,8,"(a53328e89c7226e5bc5be9e365614375a73b6cd4, 2020-04-02 11:54:54 -0700, Eli Uriegas, 7, 1, 8, LINK)"
35211,1,2,0,2,"(c2804e822973980c7e572c566532b74f8c20607e, 2020-03-25 01:40:05 -0700, h6197627, 2, 0, 2, LINK)"
35213,2,2,2,4,"(ab660ae394a81750f3585fdb3b8eebca932d3c44, 2020-03-23 14:09:24 -0700, Pavel Belevich, 1, 1, 2, LINK), (3cd3f0b3f1fd93e6947d0ec1d29d3de5068f363c, 2020-03-23 14:09:24 -0700, Pavel Belevich, 1, 1, 2, LINK)"
35225,1,25,0,25,"(8d720b70340b3086f379c4108dd872db6051b12b, 2020-03-26 13:14:04 -0700, Natalia Gimelshein, 25, 0, 25, LINK)"
3525,2,4,4,8,"(f8aa5e2ed7ba8572139fe9cd61d935867204d94e, 2017-11-08 09:55:25 -0500, Sam Gross, 2, 2, 4, LINK), (9c3cb6e652e6033e355cef92229fde5b0baf271b, 2017-11-08 09:55:25 -0500, Sam Gross, 2, 2, 4, LINK)"
35257,1,114,14,128,"(254be6a2014260fadc7276676186d415f38d5e15, 2020-04-11 21:53:51 -0700, Mike Ruberry, 114, 14, 128, LINK)"
35284,2,1535,2,1537,"(6d409481b38692926930278002b50d2075396557, 2020-04-27 10:29:07 -0700, Gao Xiang, 511, 1, 512, LINK), (25252816cf81c7b4105d5c074f6a0ade9306e041, 2020-04-14 10:48:20 -0700, Xiang Gao, 1024, 1, 1025, LINK)"
35358,1,5,0,5,"(de3044b2102dc5e1ebf40a6603a55426aafd6852, 2020-03-25 13:19:55 -0700, peterjc123, 5, 0, 5, LINK)"
35367,1,23,0,23,"(0a3864f81e3f660151ce452b228dbce0338c553e, 2020-03-25 18:36:48 -0700, Shihao Xu, 23, 0, 23, LINK)"
35397,1,72,74,146,"(4f4ed5c1084669762f57cfd4759d885d6f983ce2, 2020-03-30 21:10:24 -0700, Edward Yang, 72, 74, 146, LINK)"
35470,1,10,1,11,"(e99c53dc86e450df6cd78fbca496b47db3d25057, 2020-04-08 10:59:34 -0700, Peter Bell, 10, 1, 11, LINK)"
35532,1,23,3,26,"(b3cdec88e364e56bc69bf42cd6d8583fcfd62a18, 2020-04-04 15:31:21 -0700, Aayush Naik, 23, 3, 26, LINK)"
3554,2,48,28,76,"(1108bced80570d21475ac3d56b2ce9916e26a3f5, 2017-11-09 12:30:12 -0500, Sam Gross, 24, 14, 38, LINK), (1bf717e17dbc9deb8845d8496a4a423a3594e98f, 2017-11-09 12:30:12 -0500, Sam Gross, 24, 14, 38, LINK)"
35547,1,1,2,3,"(5db5a0f2bb6b5bfa1822fd8c4e1ad67af88cab00, 2020-07-02 11:19:41 -0700, peter, 1, 2, 3, LINK)"
35634,1,16,19,35,"(bc3151dee0b73e10c64788fce2d822e96aeffb4a, 2020-09-24 22:10:52 -0700, Jerry Zhang, 16, 19, 35, LINK)"
35675,1,17,5,22,"(c070e8fb26e276da2148b7604b9a93d85740f5e2, 2020-04-02 15:09:06 -0700, anjali411, 17, 5, 22, LINK)"
35689,2,24,24,48,"(ffd010f8a0ce4ac427d9424e839d2e0316f306cf, 2020-04-01 16:59:47 -0700, Gregory Chanan, 12, 12, 24, LINK), (e0ee8000ac68ae58580ca62a59d5f40a9dd8710c, 2020-04-01 16:59:47 -0700, Gregory Chanan, 12, 12, 24, LINK)"
35699,1,23,6,29,"(84342476536253cf34e03aae5a73edac0d37fda7, 2020-05-06 10:46:57 -0700, Nik Ved, 23, 6, 29, LINK)"
3573,1,24,15,39,"(0217ad29d2f2706b7d7b7989aac789dd1c2a4f0e, 2017-11-09 06:28:37 +0800, Edward Z. Yang, 24, 15, 39, LINK)"
35778,1,15,0,15,"(6e13a7787bfe5e0027c4cc51812b3bf08e7c973a, 2020-04-03 11:30:29 -0700, davidriazati, 15, 0, 15, LINK)"
35810,1,78,3,81,"(b4ccdef09040397443d4d82feb82dec502c66e76, 2020-06-24 09:05:38 -0700, Michael Carilli, 78, 3, 81, LINK)"
3584,1,306,121,427,"(335306406032489bfdfa5bf06220da5429ca3e8f, 2018-12-20 17:34:41 -0800, Richard Zou, 306, 121, 427, LINK)"
35863,1,16,17,33,"(82dd01150c182b39d2560b61d3983d9f08242245, 2020-04-08 14:03:37 -0700, Pritam Damania, 16, 17, 33, LINK)"
3587,1,28,4,32,"(8212f576dbebfb6ceb45ea550ba1521bb46e9fd4, 2018-05-18 16:41:03 +0200, Thomas Viehmann, 28, 4, 32, LINK)"
36046,2,22,6,28,"(e8236d2ed4a1be6d64c59b1beea640efee6ea978, 2020-04-07 01:09:23 -0700, lixinyu, 11, 3, 14, LINK), (b55dee9fe15d679f9d92ec660d77059ff380c839, 2020-04-07 01:09:23 -0700, lixinyu, 11, 3, 14, LINK)"
36048,2,419,93,512,"(5c9cef9a6c2df8e82ff49624a8e69b5cfe25880d, 2020-12-03 10:30:00 -0800, kshitij12345, 163, 92, 255, LINK), (266657182a4040937f6f27011d7ddf77716db83d, 2020-07-23 09:32:24 -0700, kshitij12345, 256, 1, 257, LINK)"
36057,3,467,209,676,"(4f3946a89b639f3b87c37b4190e2bc3dc22ee608, 2020-04-24 15:03:38 -0700, anjali411, 195, 98, 293, LINK), (25eb250d77ff83ee5b133eb7b1f9c70d6a6a5e48, 2020-04-22 08:47:04 -0700, anjali411, 158, 97, 255, LINK), (254be6a2014260fadc7276676186d415f38d5e15, 2020-04-11 21:53:51 -0700, Mike Ruberry, 114, 14, 128, LINK)"
36064,1,0,2,2,"(f8c93c5d3ed69c475f9211cb21ef421ed75dba65, 2020-05-07 19:47:39 -0700, Edward Yang, 0, 2, 2, LINK)"
36129,2,1,1,2,"(b0c90fad935cde51d0d1234ba9efa6702b5e6636, 2020-04-10 10:00:31 -0700, Di Wu, 0, 1, 1, LINK), (3e5d25fdfd6dc22cfc697a83d924ff386fdf51b3, 2020-04-06 23:48:32 -0700, Mike Ruberry, 1, 0, 1, LINK)"
36176,1,29,0,29,"(3d2fce6bc39c7cfa2872a43773da74e0da79757a, 2020-05-27 11:34:43 -0700, Donna Choi, 29, 0, 29, LINK)"
36207,1,1,1,2,"(b9260bdb7b66a51d915a7493143a95d9929f9c40, 2020-04-08 08:55:08 -0700, peter, 1, 1, 2, LINK)"
3627,1,552,528,1080,"(d6050582122c09e52e51b518f5af9be04e12e021, 2017-12-18 15:46:13 -0500, Sam Gross, 552, 528, 1080, LINK)"
36279,1,19,13,32,"(2f5b523cd0aa0443b2cc34e580a87846aedd776d, 2020-04-09 19:32:50 -0700, Donna Choi, 19, 13, 32, LINK)"
36322,2,102,42,144,"(9e016f77a8fc8c628f8a80f594cd071ae48ddf21, 2020-04-16 08:21:49 -0700, anjali411, 53, 22, 75, LINK), (4bcd8ab6f77fd25a951d2e236bb710321abd7d09, 2020-04-12 13:38:42 -0700, anjali411, 49, 20, 69, LINK)"
36323,1,196,13,209,"(58b6ab69e5100adc01dd1bf272e70279ba6ae012, 2020-09-22 08:01:16 -0700, anjali411, 196, 13, 209, LINK)"
36327,2,102,42,144,"(9e016f77a8fc8c628f8a80f594cd071ae48ddf21, 2020-04-16 08:21:49 -0700, anjali411, 53, 22, 75, LINK), (4bcd8ab6f77fd25a951d2e236bb710321abd7d09, 2020-04-12 13:38:42 -0700, anjali411, 49, 20, 69, LINK)"
36328,1,236,403,639,"(b198cf4f1cad25c9bf6bb3f9a076d6428bb12e44, 2021-02-01 15:54:13 -0800, Nikita Vedeneev, 236, 403, 639, LINK)"
36340,1,20,19,39,"(c78691b4a6e89ebd9794a5ab9b02bfafd6903094, 2020-05-20 09:12:51 -0700, nuka137, 20, 19, 39, LINK)"
36341,1,14,2,16,"(379e4d9cad2b040f09022014f26f34f24ca9aaa6, 2020-04-13 07:48:05 -0700, Max Balandat, 14, 2, 16, LINK)"
36363,1,114,14,128,"(254be6a2014260fadc7276676186d415f38d5e15, 2020-04-11 21:53:51 -0700, Mike Ruberry, 114, 14, 128, LINK)"
36369,1,84,10,94,"(54a575c9bdde3d8e221fc28a7925fe49902feeb8, 2020-04-16 10:53:34 -0700, Elias Ellison, 84, 10, 94, LINK)"
36374,1,54,5,59,"(7aa6a8fd7a7cebc691e50ae7016f02207663e756, 2020-04-11 12:28:34 -0700, Mike Ruberry, 54, 5, 59, LINK)"
36408,1,21,21,42,"(8544591f5a312980c353e9ff2db8a357943a3db5, 2020-04-13 20:08:30 -0700, Vivek Panyam, 21, 21, 42, LINK)"
36428,1,531,229,760,"(fbf274f5a7c55f58ee1f7eb9b515f23f29bff443, 2020-08-18 13:36:02 -0700, Michael Carilli, 531, 229, 760, LINK)"
36434,1,33,12,45,"(76f952887835e3c14eeb3b56a993f2082cd9888d, 2020-04-16 20:47:41 -0700, Nikolay Korovaiko, 33, 12, 45, LINK)"
36455,1,27,1,28,"(b75b961934f8daa03c877a380487334e873b1950, 2020-10-28 09:31:02 -0700, Kurt Mohler, 27, 1, 28, LINK)"
36462,1,686,256,942,"(9cfc10d52e0d0a8576b0a5a347fa6fa8da86244a, 2020-05-15 16:22:03 -0700, Mike Ruberry, 686, 256, 942, LINK)"
36493,1,20,2,22,"(54aaffb7c7d05b107f15bc1a73e5c8dedbf705a3, 2020-10-05 16:17:24 -0700, Kurt Mohler, 20, 2, 22, LINK)"
36499,2,62,24,86,"(375566fb78f8f874d27ffa0cbe2c1b6e6a98bc36, 2020-04-16 11:46:01 -0700, Gregory Chanan, 31, 12, 43, LINK), (4c666d42fff6daea4f9aca2feed0e64857c725dd, 2020-04-17 08:23:09 -0700, Gregory Chanan, 31, 12, 43, LINK)"
3659,1,2671,2267,4938,"(1c0fbd27a10b7036b1db643014e65cae7f6d0266, 2017-11-30 23:06:58 -0500, Edward Z. Yang, 2671, 2267, 4938, LINK)"
36594,1,6,4,10,"(f41833957d28e91cf19685a2f13493e487c5bec9, 2020-05-11 16:17:23 -0700, Emilio Castillo, 6, 4, 10, LINK)"
36595,1,1,1,2,"(681158e211af835aab0c2f8f926746d0d8d12b7b, 2020-04-17 18:04:09 -0700, Nikita Shulga, 1, 1, 2, LINK)"
36671,2,353,195,548,"(4f3946a89b639f3b87c37b4190e2bc3dc22ee608, 2020-04-24 15:03:38 -0700, anjali411, 195, 98, 293, LINK), (25eb250d77ff83ee5b133eb7b1f9c70d6a6a5e48, 2020-04-22 08:47:04 -0700, anjali411, 158, 97, 255, LINK)"
36676,1,24,6,30,"(68250fa557cc3079bdd88aee4bee2d9222fbb34d, 2020-04-29 23:04:50 -0700, Ailing Zhang, 24, 6, 30, LINK)"
367,1,411,398,809,"(c367e0b64e9871a87105958089091c5880e96680, 2016-12-29 18:20:32 -0500, Sam Gross, 411, 398, 809, LINK)"
3671,1,11,2,13,"(7d16e87f14c4b93a0dd28363c9cb57860faa567d, 2018-08-13 21:33:10 -0700, Vishwak Srinivasan, 11, 2, 13, LINK)"
36715,1,73,2,75,"(e39991e8387ccd028627fe6031a33ea94f5aeecc, 2020-05-12 21:05:33 -0700, Hongyi Jia, 73, 2, 75, LINK)"
36730,2,353,195,548,"(4f3946a89b639f3b87c37b4190e2bc3dc22ee608, 2020-04-24 15:03:38 -0700, anjali411, 195, 98, 293, LINK), (25eb250d77ff83ee5b133eb7b1f9c70d6a6a5e48, 2020-04-22 08:47:04 -0700, anjali411, 158, 97, 255, LINK)"
36744,1,80,27,107,"(779abf753833eaa7539470257221a4d73345b005, 2020-05-12 11:25:51 -0700, Emilio Castillo, 80, 27, 107, LINK)"
3677,2,12,4,16,"(4e00120117054edfd659429fdd3b835d099945b3, 2017-11-13 20:34:20 -0800, Sam Gross, 6, 2, 8, LINK), (446f869a0d22995c816d3cc425dd639f9e5faca4, 2017-11-13 20:34:20 -0800, Sam Gross, 6, 2, 8, LINK)"
36773,2,12,0,12,"(9e6ef814ccbc9b20ed02d25a6ace2b44faab2239, 2020-04-16 18:08:19 -0700, Gregory Chanan, 6, 0, 6, LINK), (46288465fe773da6941b2f366a0ad6e59f935d83, 2020-04-17 07:25:17 -0700, Gregory Chanan, 6, 0, 6, LINK)"
36796,1,142,35,177,"(3c5e3966f4a05edbf959888fe42dbfe89d746571, 2020-08-17 17:40:11 -0700, Yael Dekel, 142, 35, 177, LINK)"
36798,1,14,18,32,"(a850d8a526d0d964159493dbd17f94c181af7339, 2020-04-21 17:28:37 -0700, Mike Ruberry, 14, 18, 32, LINK)"
36801,1,2,0,2,"(c0e38398459ef107b7afa7d23024b28c9c151e97, 2020-07-23 09:28:21 -0700, chenx, 2, 0, 2, LINK)"
36803,1,9,1,10,"(92b9089fd9900968bb2fa91f2cb132ce53ce5159, 2020-04-28 21:27:59 -0700, Michael Suo, 9, 1, 10, LINK)"
36807,1,48,23,71,"(0f0d69009eb1dbc58feacc819bc9885990e888aa, 2020-04-19 23:31:54 -0700, Mike Ruberry, 48, 23, 71, LINK)"
36831,1,17,4,21,"(a3c87c492268191a3d469089dbe992427befced0, 2020-06-01 15:28:38 -0700, Alex Hedges, 17, 4, 21, LINK)"
36834,1,7,1,8,"(a42616f71af8ee758e2461789d1e7a50e06a3e1c, 2020-05-07 17:39:12 -0700, anjali411, 7, 1, 8, LINK)"
36925,2,521,619,1140,"(47c72be3d79cc8cf313204313de8028f6d5aa4a0, 2020-06-26 16:10:25 -0700, Changji Shi, 10, 24, 34, LINK), (77abb6938e6cee510a003e7316e2a1429fcc9d64, 2020-04-24 10:01:58 -0700, Jesse Brizzi, 511, 595, 1106, LINK)"
36941,2,32,29,61,"(c5424a85dc62205ab5c12a78fe8d6f1d97be3e97, 2020-06-03 07:44:48 -0700, Nikita Shulga, 8, 8, 16, LINK), (a864dbb3607c0de010d8668175d0eede8b1a1519, 2020-06-02 13:07:55 -0700, Nikita Shulga, 24, 21, 45, LINK)"
36946,3,32,33,65,"(8e07b75cef6097f944add88ca151bc1ac85b1d4d, 2020-05-11 16:01:26 -0700, anjali411, 27, 26, 53, LINK), (331c31d3344289f4510b943a65f54a9d48bacec8, 2020-05-07 14:12:11 -0700, anjali411, 4, 6, 10, LINK), (3f2c76c24bb1023d5207a7a9fcdee36e9bf028c9, 2020-05-07 12:17:09 -0700, anjali411, 1, 1, 2, LINK)"
36956,2,16,2,18,"(ce0500eb4cbcc4c3e48f59ebb28b60ce60e16634, 2020-04-20 20:43:59 -0700, Gregory Chanan, 8, 1, 9, LINK), (4ff3872a2099993bf7e8c588f7182f3df777205b, 2020-04-20 19:59:38 -0400, gchanan, 8, 1, 9, LINK)"
36977,1,83,0,83,"(87bf04fe1277d08e047ff878615344022fec48d8, 2020-07-14 09:19:54 -0700, Peter Bell, 83, 0, 83, LINK)"
36997,1,53,4,57,"(6e4f501f1ae2814b1f6801c95b6cab2f297a3cf6, 2020-07-06 20:22:43 -0700, Yael Dekel, 53, 4, 57, LINK)"
37000,1,15,4,19,"(f188b52b59090dfc688620934b9f77946ffdc659, 2020-05-26 16:14:54 -0700, chengjinfang, 15, 4, 19, LINK)"
37047,1,2,2,4,"(305444a0bda0d2be09c97ee8cc9f376c005d256e, 2020-05-07 09:55:56 -0700, Eli Uriegas, 2, 2, 4, LINK)"
37084,1,23,1,24,"(273c4641451a1efce8d0b0889da196cea80002ee, 2020-04-28 18:06:22 -0700, Emilio Castillo, 23, 1, 24, LINK)"
37117,2,11,4,15,"(f1cd0eeb70f7bb62e7c881940441cc4bc63d1fe8, 2020-04-29 15:56:39 -0700, Nikita Shulga, 7, 4, 11, LINK), (e6231c9e24c05e435eeb9dfcd66247e4520c559a, 2020-04-25 00:09:09 -0700, Nikita Shulga, 4, 0, 4, LINK)"
37141,1,33,8,41,"(3a0d4240c32b568ebe74a0f6901fc744d5179b3b, 2020-12-04 07:31:03 -0800, Emile van Krieken, 33, 8, 41, LINK)"
